Text,Label,reads,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
NOW GMT+3,1,61,3,18.82,50,98.01,25.77,3,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,33.33
"hello, i am very sorry to take you back to this.i really need your advice on this, in a cohort study i am currently involved in,i will really love to calculate the incidence risk ratio using person years of followup. my question is,what do i do if cases in the nonexposed group all tend to become exposed in the future? does it affect the calculation? what do i do? also, if the number in the nonexposed is by far smaller than the exposed is it still statistically correct? for example 27 in the nonexposed and 60 in the exposed. please i really need you help. thank you",0,61,110,69.94,57.22,81.43,42.25,13.75,15.45,85.45,60,16.36,10.91,7.27,0,3.64,0,0,5.45,9.09,14.55,10.91,6.36,3.64,0,17.27,3.64,1.82,1.82,1.82,1.82,4.55,2.73,1.82,0.91,0,0.91,10.91,0,0,0,0,12.73,1.82,1.82,3.64,2.73,1.82,5.45,0,0,0,0,0.91,0,0,0,0,6.36,3.64,0,1.82,0.91,0.91,0,15.45,1.82,15.45,0,10,6.36,0.91,0,0,0,0,0,0,0,0,0,0,0,11.82,3.64,4.55,0,0,3.64,0,0,0,0,0,0
"Hello,Your 1 lowest hw grade will be dropped. You can still pass the class missing 1 or 2 hw assignments. Make sure to submit by 12.00 PM PDT (12.00 PM is noon (midday) ***not*** midnight.Best,Josh",1,61,38,64.39,70.08,19.27,25.77,12.67,10.53,63.16,31.58,5.26,5.26,0,0,5.26,0,0,0,2.63,5.26,10.53,2.63,2.63,2.63,18.42,5.26,5.26,0,13.16,0,10.53,5.26,5.26,0,0,5.26,7.89,0,0,0,0,10.53,0,2.63,0,2.63,2.63,5.26,0,0,0,0,0,0,0,0,0,10.53,2.63,2.63,7.89,2.63,0,0,13.16,2.63,10.53,2.63,2.63,5.26,7.89,0,0,0,0,0,0,0,0,0,0,0,36.84,7.89,5.26,0,0,0,0,0,0,0,7.89,15.79
"Dear Karely,Thanks for sharing! You are correct - At 5:00, the expression should be 10*(0.5)^9 * 0.5)^1 + (0.5)^10 = 0.01 + 0.001 = 0.011Best,Josh",1,51,27,89.09,96.78,1,99,13.5,11.11,48.15,25.93,3.7,3.7,0,0,3.7,0,0,0,3.7,7.41,11.11,0,0,0,18.52,3.7,3.7,0,44.44,0,14.81,14.81,0,0,0,0,14.81,0,3.7,0,0,7.41,0,0,3.7,0,3.7,0,0,0,0,0,3.7,0,0,0,3.7,11.11,7.41,3.7,3.7,3.7,0,0,11.11,0,3.7,0,3.7,0,0,3.7,0,0,0,0,0,0,0,0,0,0,74.07,0,11.11,3.7,0,0,3.7,3.7,0,0,18.52,33.33
The second lecture section in Module 4 appears to be a repeat of the first lecture section within that module.  The quiz questions for the second section appear to be asking about new material that I cannot find covered in the first or second section in that module. Please help! (The third section is optional in that module.),0,90,58,98.21,36.51,97.46,58.39,14.5,20.69,87.93,46.55,8.62,1.72,1.72,0,0,0,0,6.9,12.07,17.24,6.9,1.72,1.72,1.72,13.79,1.72,0,0,12.07,8.62,1.72,1.72,0,0,0,0,3.45,0,0,0,0,12.07,3.45,0,0,8.62,0,3.45,3.45,3.45,0,0,0,0,0,0,0,5.17,1.72,3.45,1.72,0,0,0,12.07,0,24.14,0,17.24,6.9,5.17,0,0,0,0,0,0,0,0,0,0,0,10.34,5.17,0,0,0,0,1.72,0,0,0,3.45,0
"thanks for your reply ,I understood the solution completely. I just don't understand why we use 112 and not 111? because it says \112 or more\"".""",0,204,26,3.62,50,83.83,89.84,8.67,19.23,88.46,57.69,19.23,15.38,7.69,3.85,3.85,0,0,3.85,3.85,3.85,3.85,11.54,11.54,7.69,23.08,3.85,3.85,3.85,11.54,3.85,3.85,3.85,0,0,0,0,15.38,0,0,0,0,34.62,11.54,15.38,0,3.85,3.85,7.69,3.85,0,3.85,0,0,0,0,0,0,7.69,3.85,3.85,0,0,0,3.85,19.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.62,7.69,3.85,0,0,3.85,0,0,7.69,3.85,0,7.69
"in other words , in this question if it was \just more than 112 subjects in the treatment group\"" , how did you solve it?""",0,204,23,35.67,66.81,94.19,25.77,23,13.04,82.61,65.22,21.74,4.35,0,0,4.35,0,0,17.39,4.35,17.39,8.7,8.7,8.7,0,13.04,8.7,8.7,4.35,4.35,8.7,0,0,0,0,0,0,13.04,0,0,0,0,26.09,8.7,8.7,4.35,8.7,0,13.04,0,0,0,0,0,0,0,0,0,8.7,4.35,4.35,0,0,0,8.7,4.35,0,13.04,0,13.04,0,0,0,0,0,0,0,0,0,0,0,0,0,30.43,0,8.7,0,0,4.35,0,0,8.7,0,0,8.7
Now they are working. Thanks for responding,1,55,7,29.3,99,13.15,99,3.5,28.57,100,57.14,14.29,14.29,0,0,0,0,14.29,0,0,14.29,14.29,14.29,0,0,42.86,0,0,0,0,0,14.29,14.29,0,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,42.86,0,14.29,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0
Got same answer for both,1,185,5,99,50,99,25.77,5,0,100,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,20,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,20,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sorry Anna01, you were pointing out the same thing; my mind gets too fuzzy after following the course for a long time!",1,60,22,96.54,67.52,85.21,1,22,9.09,86.36,50,13.64,9.09,4.55,0,4.55,0,0,4.55,13.64,13.64,4.55,4.55,0,0,13.64,13.64,9.09,0,0,0,4.55,0,4.55,0,0,4.55,4.55,0,0,0,0,4.55,0,0,0,4.55,0,0,4.55,0,0,4.55,0,0,0,0,0,4.55,0,0,0,4.55,0,4.55,4.55,0,22.73,4.55,9.09,9.09,4.55,0,0,0,0,0,0,0,0,0,0,0,13.64,0,4.55,0,4.55,0,4.55,0,0,0,0,0
"Hi Josh!Good morning.Thanks so much for the last explanation. I am finishing my homework, then I would like to see an example of rounded to nearest 10th and 100th. I would like to be pretty sure about I am doing since my last score was hurt for this reason!In the HW4 #10. I am obtaining our mean (np) to use Z formula. Since we do not have a probability for our 200, we can use 0.5 as same as a probability of flip a coin?Kind regards, <nameRedac_<anon_screen_name_redacted>>",0,86,95,69.82,50,36.61,99,19,16.84,83.16,53.68,12.63,11.58,7.37,4.21,0,0,0,1.05,6.32,15.79,11.58,4.21,5.26,2.11,17.89,5.26,4.21,0,3.16,1.05,8.42,7.37,1.05,0,0,1.05,6.32,0,0,0,0,14.74,3.16,5.26,2.11,3.16,1.05,1.05,3.16,2.11,0,1.05,0,0,0,0,0,8.42,5.26,1.05,0,3.16,0,1.05,12.63,1.05,9.47,0,2.11,7.37,1.05,0,1.05,1.05,0,0,1.05,0,1.05,0,0,0,23.16,5.26,3.16,0,0,1.05,2.11,0,0,0,2.11,9.47
"Hello Ana,Happy to help -Say you had 34.567. If you wanted to round this to the nearest *100th* it would be 34.57.So X.XX.Say you had 7.68. if you wanted to round this to the nearest *10th* it would be 7.7.So X.X.For HW4.10:Yes, 0.5 is correct! You are told \researchers flipped a coin to decide each participant’s treatment assignment,\"" so you can assume it is a fair H/T coin with p of one side = 0.5.Let me know if you need any other help!Best,Josh""",1,86,95,46.7,95.37,1,82.36,23.75,8.42,77.89,46.32,14.74,8.42,1.05,0,7.37,0,0,6.32,4.21,9.47,11.58,3.16,6.32,0,18.95,7.37,3.16,0,8.42,2.11,3.16,3.16,0,0,0,0,14.74,0,0,0,0,14.74,3.16,0,8.42,5.26,1.05,4.21,4.21,2.11,2.11,2.11,0,0,0,0,0,4.21,3.16,1.05,3.16,1.05,0,5.26,11.58,0,3.16,0,3.16,0,2.11,0,0,2.11,0,0,1.05,0,0,1.05,0,0,29.47,9.47,4.21,1.05,0,0,2.11,1.05,2.11,1.05,0,8.42
"You should calculate the denominators as the total person-years before exposed participants develop the disease and the total person-years before unexposed develop the disease. Once they are \diseased\"" subsequent exposure is irrelevant for the calculation of incidence rates. Hope that helps!""",1,61,43,97.66,94.81,5.92,95.29,14.33,34.88,81.4,41.86,6.98,4.65,0,0,2.33,0,2.33,2.33,13.95,11.63,6.98,0,4.65,0,11.63,9.3,6.98,0,2.33,4.65,4.65,4.65,0,0,0,0,13.95,0,0,0,0,9.3,0,0,4.65,2.33,4.65,0,0,0,0,0,6.98,0,6.98,0,0,2.33,2.33,0,0,0,0,0,9.3,2.33,16.28,0,0,16.28,4.65,0,0,0,0,0,0,0,0,0,0,0,20.93,4.65,0,0,0,0,2.33,4.65,4.65,0,0,4.65
"If you are downloading videos, there are links for higher resolution versions for download. Let us know if these are missing for a particular video.",1,41,25,41.39,78.82,43.37,1,12.5,24,88,56,12,8,0,4,4,0,0,4,4,12,16,4,8,0,24,8,8,0,0,0,4,0,4,0,0,4,8,0,0,0,0,20,12,0,8,8,0,8,8,8,0,0,0,0,0,0,0,8,4,0,4,0,0,0,16,0,8,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,12,8,4,0,0,0,0,0,0,0,0,0
"I'm no expert on astronomy (though I have a sister who teaches this subject at George Washington U!). But I believe that people have attempted to do these kinds of probability calculations. The probability calculation is easy, but the inputs/assumptions likely have a large range of uncertainty!",0,65,48,38.6,20.24,74.76,25.77,16,25,81.25,58.33,16.67,8.33,6.25,0,2.08,0,0,8.33,8.33,10.42,12.5,6.25,6.25,2.08,14.58,4.17,0,2.08,0,0,4.17,2.08,2.08,2.08,0,0,6.25,2.08,0,2.08,0,20.83,4.17,0,0,10.42,0,8.33,0,0,0,0,0,0,0,0,0,8.33,2.08,0,6.25,0,0,0,14.58,0,6.25,0,6.25,0,2.08,0,0,0,0,0,2.08,0,2.08,0,0,0,18.75,4.17,2.08,0,0,0,4.17,0,0,2.08,4.17,2.08
"Standard error is a tricky concept! Standard error is the variability of a statistic. We don't measure it empirically (because we can't repeat studies over and over to see how variable a particular statistic is). Instead, we estimate it mathematically. The computer simulations are just meant for illustration of this concept. We don't actually run computer simulations for common statistics as mathematicians have worked out the standard error formulas using mathematical theory.",1,38,72,69.3,60.95,17.01,8.95,12,37.5,75,50,9.72,5.56,0,5.56,0,0,0,4.17,8.33,12.5,9.72,5.56,5.56,4.17,16.67,5.56,2.78,1.39,0,0,1.39,0,1.39,0,1.39,0,5.56,0,0,0,0,15.28,2.78,4.17,0,4.17,0,4.17,1.39,1.39,0,0,0,0,0,0,0,9.72,5.56,1.39,2.78,0,0,2.78,13.89,0,8.33,1.39,4.17,1.39,9.72,0,0,0,0,0,0,0,0,0,0,0,16.67,6.94,1.39,0,0,0,1.39,0,0,4.17,2.78,0
"Hello DAB, I will take a look and see if there is a problem. For now, just download the video instead?Best,Josh",1,90,23,47.75,19.23,2.02,25.77,11.5,13.04,86.96,56.52,4.35,4.35,4.35,0,0,0,0,0,13.04,4.35,8.7,17.39,8.7,0,21.74,4.35,4.35,0,0,0,8.7,4.35,4.35,0,0,0,4.35,0,0,0,0,13.04,0,0,8.7,4.35,0,8.7,13.04,13.04,0,0,0,0,0,0,0,17.39,4.35,4.35,4.35,8.7,4.35,0,21.74,4.35,4.35,0,0,4.35,0,4.35,0,0,0,0,0,0,0,0,0,0,21.74,4.35,13.04,0,0,4.35,0,0,0,0,0,0
"Hello, I am trying to do unit 5's homework, but am stuck on question 4. Despite using ln(OR)=Sq root of (1/a+1/b+1/c+1/d), the answer I am getting is not included on the answers. Could you please review the question, in order to confirm that the mistake is not on my side?Thank you,TR",0,138,63,85.16,31.71,84.08,55.71,21,14.29,77.78,47.62,9.52,7.94,4.76,0,3.17,0,0,1.59,7.94,12.7,11.11,0,3.17,3.17,19.05,0,0,0,9.52,0,4.76,3.17,1.59,0,0,0,7.94,0,0,0,0,22.22,6.35,3.17,3.17,6.35,0,7.94,0,0,0,0,0,0,0,0,0,6.35,1.59,1.59,1.59,1.59,0,3.17,11.11,0,11.11,0,9.52,0,3.17,0,1.59,0,0,0,1.59,0,1.59,0,0,0,33.33,3.17,7.94,0,0,1.59,0,0,0,1.59,6.35,12.7
"Hello TRama,I just looked at the question, tried solving it, and checked the solution. You should be able to get the right answer. How are you entering the problem into your calculator. What numbers are you using? Let's try to figure out where you are going wrong!Josh",1,138,49,51.55,99,59.54,1,9.8,16.33,89.8,55.1,18.37,14.29,2.04,2.04,10.2,0,0,4.08,8.16,10.2,10.2,6.12,4.08,0,28.57,2.04,0,6.12,0,0,4.08,0,4.08,0,0,0,16.33,0,0,0,0,20.41,10.2,8.16,4.08,4.08,0,0,2.04,2.04,0,0,0,0,0,0,0,20.41,4.08,10.2,0,2.04,4.08,4.08,14.29,2.04,14.29,4.08,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,18.37,6.12,6.12,0,0,2.04,2.04,0,0,2.04,0,0
"Sorry, Josh, but if the lecture is a repeat I'm not sure it would help to download it?",0,90,18,18.82,1.38,23.51,25.77,18,11.11,88.89,61.11,16.67,5.56,5.56,0,0,0,0,11.11,11.11,5.56,16.67,0,11.11,5.56,16.67,5.56,0,0,0,0,11.11,5.56,5.56,0,0,5.56,5.56,0,0,0,0,27.78,0,0,11.11,5.56,5.56,16.67,0,0,0,0,0,0,0,0,0,5.56,5.56,0,5.56,0,0,0,11.11,0,5.56,0,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,22.22,0,11.11,0,0,5.56,0,0,0,5.56,0,0
"Josh, never mind.  I'm not sure what I thought was going on, but it seems OK now.  I think I must have been bleary-eyed with fatigue late last night and was delusional.  ;-)",1,90,33,2.5,1,99,80.64,11,9.09,87.88,54.55,18.18,12.12,12.12,0,0,0,0,6.06,0,6.06,18.18,6.06,6.06,6.06,33.33,3.03,0,3.03,0,0,9.09,6.06,3.03,0,0,3.03,0,0,0,0,0,24.24,9.09,0,3.03,3.03,9.09,6.06,3.03,3.03,0,0,6.06,3.03,3.03,0,0,0,0,0,0,0,0,9.09,15.15,3.03,21.21,3.03,3.03,15.15,0,0,0,0,0,0,3.03,0,0,3.03,0,0,30.3,9.09,6.06,0,3.03,0,0,6.06,0,3.03,3.03,0
"Dear BBarak,You are correct,On buying 100 tickets, the expected value calculation should be:= 5.7 x 10^-7 * 500,000,000+ .<phoneRedac>3 (-100) = +$185Josh",1,83,27,83.33,93.07,1,99,27,18.52,48.15,22.22,3.7,3.7,0,0,3.7,0,0,0,3.7,3.7,11.11,0,0,0,11.11,0,0,0,37.04,0,7.41,7.41,0,0,0,0,11.11,0,3.7,0,0,11.11,0,0,7.41,0,3.7,0,3.7,0,3.7,0,0,0,0,0,0,3.7,3.7,0,0,0,0,0,7.41,3.7,3.7,0,3.7,0,0,3.7,0,3.7,0,0,0,0,0,0,0,0,74.07,3.7,18.52,3.7,0,0,0,7.41,0,0,7.41,33.33
Glad you figured it out!,1,90,5,52.71,99,99,99,5,20,100,60,40,20,0,0,20,0,0,20,0,20,0,0,0,0,0,20,0,0,0,0,20,20,0,0,0,0,20,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0
I'm having same issue.  I can't round to nearest hundredth with value given on table I'm using.,0,246,17,42.68,1,99,98.87,8.5,11.76,88.24,47.06,17.65,17.65,17.65,0,0,0,0,0,0,17.65,17.65,0,0,5.88,29.41,17.65,11.76,0,5.88,0,5.88,5.88,0,0,0,0,0,0,0,0,0,11.76,0,5.88,0,0,0,5.88,5.88,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,5.88,17.65,0,11.76,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,29.41,11.76,0,0,0,0,0,0,0,17.65,0,0
"Hello Drmom,I am sorry to hear about the rounding. In the announcements and discussion posts I have suggested that rounding should be done at the very end. Did you see my post about using Google as a calculator? This may help with rounding problems?Once again, sorry to hear about the troubles.Josh",1,50,54,75.9,82.28,9.03,1,13.5,16.67,83.33,55.56,11.11,7.41,5.56,0,1.85,0,0,3.7,9.26,16.67,12.96,9.26,3.7,0,20.37,5.56,1.85,0,1.85,0,7.41,0,7.41,0,0,3.7,12.96,0,0,0,0,7.41,0,1.85,3.7,1.85,0,0,5.56,1.85,3.7,0,0,0,0,0,0,7.41,3.7,0,1.85,0,3.7,3.7,11.11,1.85,11.11,0,3.7,5.56,0,0,0,0,0,0,0,0,0,0,0,0,12.96,5.56,3.7,0,0,3.7,0,0,0,0,0,0
"Hello,Sorry for the misunderstanding. Did you look at both options provided above the hw?http://www.mathsisfun.com/data/standard-normal-distribution-table.htmlThis one should work?Josh",1,246,31,95.77,83.34,2.96,1.23,15.5,19.35,67.74,29.03,6.45,3.23,0,0,3.23,0,0,3.23,6.45,9.68,6.45,0,0,0,9.68,6.45,0,0,3.23,3.23,3.23,0,3.23,0,0,3.23,6.45,0,0,0,0,9.68,3.23,0,3.23,3.23,0,0,3.23,3.23,0,0,0,0,0,0,0,9.68,3.23,3.23,3.23,0,0,6.45,6.45,0,9.68,0,9.68,0,6.45,0,0,0,0,0,3.23,0,3.23,0,0,0,41.94,12.9,3.23,0,0,6.45,0,9.68,0,0,0,9.68
"Yes, just needed a table with more places after the decimal.  Problem solved.  Thanks.",1,246,14,99,50,1.06,25.77,4.67,14.29,85.71,35.71,0,0,0,0,0,0,0,0,14.29,14.29,0,7.14,0,0,21.43,14.29,14.29,0,0,7.14,14.29,7.14,7.14,0,0,0,0,0,0,0,0,21.43,7.14,7.14,14.29,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,7.14,0,0,7.14,14.29,7.14,0,14.29,0,7.14,7.14,0,0,0,0,0,0,7.14,0,0,7.14,0,0,28.57,21.43,7.14,0,0,0,0,0,0,0,0,0
"Hello,Try \show all discussion\"" and sort by date. There are a lot of people discussing different HW questions and it may be helpful! For example, there is one called \""Unit 4 Question 6\"" and another called \""Unit 4 homework\"" and so on. Give it a try! Josh""",1,210,48,56.25,96.95,3.9,65.25,9.6,18.75,83.33,41.67,6.25,0,0,0,0,0,0,6.25,4.17,8.33,8.33,6.25,10.42,0,18.75,4.17,2.08,0,8.33,6.25,2.08,2.08,0,0,0,0,20.83,0,2.08,0,0,18.75,4.17,0,0,14.58,2.08,2.08,2.08,2.08,0,0,0,0,0,0,0,8.33,4.17,4.17,0,0,0,4.17,12.5,2.08,4.17,0,2.08,2.08,2.08,0,2.08,0,0,0,0,0,0,0,0,0,37.5,4.17,4.17,0,0,0,4.17,0,12.5,0,0,12.5
"Hello. Today I answered the homework unit 4. My answer of the question number 5 was 16.9, but i rounded it to 17, and the program take this like wrong answer. In previous questions the program take correct answers if they vary a few decimals. Is there a chance to correct the answer???Thank you",0,162,55,91.4,50,77.1,25.77,11,21.82,85.45,45.45,12.73,9.09,5.45,0,1.82,0,1.82,3.64,12.73,9.09,3.64,1.82,5.45,0,10.91,3.64,1.82,0,7.27,1.82,3.64,1.82,1.82,0,0,0,7.27,0,0,0,0,23.64,12.73,0,1.82,9.09,3.64,3.64,0,0,0,0,0,0,0,0,0,7.27,1.82,0,0,3.64,1.82,3.64,10.91,0,5.45,0,1.82,3.64,5.45,0,1.82,0,0,0,0,0,0,0,0,0,16.36,7.27,3.64,0,0,5.45,0,0,0,0,0,0
Thanks I am really trying to do my best,1,210,9,4.69,1,98.01,99,9,0,100,66.67,22.22,22.22,22.22,0,0,0,0,0,0,11.11,22.22,11.11,0,0,44.44,11.11,11.11,0,0,0,22.22,22.22,0,0,0,0,0,0,0,0,0,22.22,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,22.22,0,22.22,11.11,11.11,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dear KeniaP,The questions asks you to round to the nearest tenth. Rounding to 17 would have been rounding to the nearest whole number. In order to allow other students to attempt the HW before the due date, we ask that students do not post the solutions to questions that they know are correct due to the fact that they have submitted the HW. Once the HW deadline has passed, you are welcome to ask these types of questions! Best,Josh",1,162,81,95.26,91.27,49.92,88.52,16.2,18.52,86.42,49.38,12.35,6.17,0,1.23,2.47,0,2.47,6.17,11.11,14.81,9.88,0,0,1.23,17.28,6.17,4.94,0,3.7,1.23,3.7,3.7,0,0,0,0,13.58,0,2.47,0,0,13.58,6.17,2.47,1.23,3.7,2.47,2.47,1.23,1.23,0,1.23,0,0,0,0,0,12.35,3.7,2.47,7.41,1.23,0,2.47,12.35,0,13.58,1.23,3.7,6.17,3.7,0,0,0,0,0,0,0,0,0,0,0,9.88,3.7,4.94,0,0,0,1.23,0,0,0,0,0
"I am currently on Unit 6-Module 5 and my head is swimming in common P-value pitfalls as well as statistical tricks used to mislead readers.  I am finding this information invaluable and I would like to keep that knowledge fresh throughout my career.  May I suggest some more case studies to further reinforce these lessons?  Something where students could comment on inconsistencies perhaps?Just a thought,Christos",0,61,69,51.89,28.11,80.16,78.8,17.25,34.78,81.16,46.38,14.49,8.7,8.7,0,0,0,0,5.8,1.45,13.04,8.7,5.8,5.8,0,13.04,8.7,5.8,1.45,2.9,2.9,5.8,4.35,1.45,0,1.45,0,2.9,0,0,0,0,20.29,8.7,2.9,2.9,5.8,0,0,0,0,0,0,1.45,1.45,0,0,0,1.45,0,0,1.45,0,0,1.45,7.25,1.45,11.59,1.45,7.25,1.45,5.8,1.45,0,0,0,0,1.45,0,0,0,1.45,0,10.14,2.9,1.45,0,0,2.9,0,2.9,0,0,0,0
"Hello Cissy, Welcome to the class. You have miss the first 3 hw assignments (which cannot be made up). That being said, your one lowest HW score will be dropped. If you finish HW 4 by 12.00 PM (Noon/Midday) PDT, you can still pass the class.If you go to the courseware tab, you will see the unit options on the left of your page. If you click on these units, you will get a break down of modules. After the links to all the modules you will see the HW assignments.Hope it works out!Josh",1,246,98,83.81,96.66,27.14,25.77,16.33,8.16,80.61,51.02,14.29,10.2,0,0,10.2,0,0,4.08,10.2,12.24,10.2,1.02,3.06,1.02,21.43,2.04,2.04,1.02,5.1,1.02,4.08,2.04,2.04,0,0,2.04,13.27,0,0,0,0,9.18,1.02,1.02,4.08,5.1,1.02,4.08,4.08,2.04,2.04,0,0,0,0,0,0,9.18,2.04,2.04,3.06,2.04,0,3.06,13.27,5.1,16.33,2.04,8.16,5.1,6.12,0,0,0,0,0,0,0,0,0,0,0,18.37,7.14,5.1,0,0,0,1.02,0,0,0,4.08,1.02
Never mind - I tried out http://stattrek.com/online-calculator/normal.aspx and that cleared up my Q. (Should have read some of the previous responses more carefully!)- Tanya,1,246,30,70.69,15.86,23.51,25.77,15,20,66.67,36.67,10,6.67,6.67,0,0,0,0,3.33,3.33,10,6.67,3.33,3.33,3.33,13.33,6.67,3.33,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,13.33,0,3.33,3.33,3.33,3.33,0,0,0,0,0,0,0,0,0,0,10,0,3.33,3.33,0,3.33,6.67,3.33,0,13.33,0,6.67,6.67,3.33,0,0,0,0,0,3.33,0,3.33,0,0,0,40,10,0,0,0,0,3.33,10,0,0,6.67,10
Shouldn't it technically be P(x>=1)=1-P(x<1) instead of P(x>=1)=1-P(x=<1)?,0,75,20,52.71,15.86,1,25.77,20,15,25,25,5,0,0,0,0,0,0,5,0,5,10,5,0,5,10,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,5,0,10,0,5,40,45
"I thought my answer was correct based on the \less than\"" wording.""",0,114,12,93.26,1,99,25.77,12,25,91.67,50,16.67,16.67,16.67,0,0,0,0,0,8.33,16.67,8.33,0,0,0,25,16.67,16.67,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,41.67,16.67,8.33,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,8.33,0,0,0,0,0,0,16.67,0,0,16.67
:) will let you know when I get it right!Thanks,1,106,11,1,81.84,99,99,11,0,100,54.55,27.27,18.18,9.09,0,9.09,0,0,9.09,0,0,18.18,9.09,9.09,0,45.45,0,0,9.09,0,0,18.18,18.18,0,0,0,0,9.09,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,9.09,0,0,27.27,9.09,18.18,0,9.09,9.09,0,0,0,0,0,0,9.09,0,9.09,0,0,0,9.09,0,0,0,0,0,9.09,0,0,0,0,0
"Hello,I didn't quite understand how the normality probability plot is created. Could you please explain again based on the example in Unit 4, question 11? I kind of get the concept but would not be able to reproduce it. Thanks a lot",0,53,42,48.63,31.71,52.86,99,10.5,23.81,80.95,50,9.52,7.14,4.76,0,2.38,0,0,2.38,9.52,7.14,11.9,7.14,4.76,4.76,26.19,0,0,2.38,4.76,2.38,7.14,7.14,0,0,0,0,9.52,0,0,0,0,35.71,7.14,7.14,4.76,11.9,0,7.14,0,0,0,0,0,0,0,0,0,9.52,2.38,4.76,0,2.38,0,4.76,14.29,0,7.14,0,4.76,2.38,0,0,0,0,0,0,0,0,0,0,0,0,14.29,4.76,4.76,0,0,2.38,0,0,0,2.38,0,0
"I just wanted to say that this is the best online course I've ever had! I'm really impressed of how well this is done! I've never had probability in my math class and yet the course is explained in such a clear and straightforward manner that I could easily understand and solve all problems. Congratulations to the professor and everyone involved in this programme! Thank you for making it freely available to everyone, I'm extremely grateful!!",0,65,76,7.83,44.78,33.36,99,15.2,19.74,93.42,64.47,21.05,10.53,9.21,0,1.32,0,0,10.53,5.26,10.53,14.47,13.16,6.58,1.32,23.68,2.63,1.32,1.32,0,1.32,10.53,9.21,1.32,0,0,0,9.21,0,0,0,0,22.37,3.95,3.95,3.95,1.32,9.21,1.32,2.63,1.32,1.32,0,0,0,0,0,0,5.26,0,2.63,2.63,1.32,1.32,6.58,14.47,0,7.89,0,3.95,3.95,7.89,0,0,0,0,0,1.32,0,0,0,1.32,0,14.47,1.32,1.32,0,0,0,6.58,0,0,5.26,0,0
Thanks!,1,134,1,93.26,50,1,99,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0
